layer_idx,k_delta_compressibility,v_delta_compressibility,k_delta_norm,k_abs_norm,v_delta_norm,v_abs_norm,channel_structure_ratio,k_var_channel,k_var_token,k_outlier_fraction,sv_top50_energy,effective_rank_90,seq_len,head_dim,n_heads
0,0.8739398302718022,-0.32039225782560554,32.74368667602539,259.7464904785156,0.2745860517024994,0.2079579383134842,29.195497792015047,1052.013427734375,36.03341293334961,0.0390625,0.9999979734420776,1,438,64,2
1,0.9021713485133653,-0.07076434595667269,11.37100887298584,116.23393249511719,2.5085763931274414,2.342790365219116,133.50739659974658,343.32220458984375,2.571559429168701,0.0234375,0.9704971313476562,18,438,64,2
2,0.8586825194558554,-0.40885688139257326,12.899611473083496,91.28107452392578,3.3977885246276855,2.4117343425750732,47.387042591136044,141.1710205078125,2.9791059494018555,0.050923943519592285,0.9957609176635742,1,438,64,2
3,0.5434069592445347,-0.17164148800713286,12.466303825378418,27.30287742614746,3.859191417694092,3.293833017349243,4.26415565663202,12.079306602478027,2.832754611968994,0.018211329355835915,0.9556070566177368,23,438,64,2
4,0.6060890083647028,-0.27798989101612515,9.569165229797363,24.292709350585938,4.592428207397461,3.593477725982666,4.43447072728937,9.4941987991333,2.1409993171691895,0.024061786010861397,0.9671506285667419,17,438,64,2
5,0.39994931752395746,-0.224617588595047,9.782472610473633,16.302743911743164,4.844090938568115,3.955594778060913,2.148511862512714,4.090173244476318,1.9037238359451294,0.014875856228172779,0.9454665184020996,23,438,64,2
6,0.3877409639353272,-0.13450572345954792,9.464312553405762,15.458020210266113,4.157503604888916,3.6645946502685547,1.7913840987981946,3.785344362258911,2.113083600997925,0.01216466911137104,0.9457643032073975,25,438,64,2
7,0.34717818013619295,-0.15542361039061547,11.855401039123535,18.160240173339844,4.996974945068359,4.324799060821533,1.7471731772618466,5.229080677032471,2.9928805828094482,0.00909674633294344,0.9512657523155212,22,438,64,2
8,0.9320847108366821,-0.18210114365469732,10.212250709533691,150.3674774169922,4.746112823486328,4.014980316162109,229.12924021006432,617.0108642578125,2.6928508281707764,0.0234375,0.9997996687889099,1,438,64,2
9,0.35289315300004465,0.0814373978505385,12.248865127563477,18.928659439086914,4.892740726470947,5.326518535614014,1.8277086523670634,5.690285682678223,3.1133439540863037,0.014501283876597881,0.958263099193573,20,438,64,2
10,0.5039842065617703,-0.06791257221879277,8.933700561523438,18.01091957092285,5.507245063781738,5.157018661499023,2.41019895574871,5.284940719604492,2.1927404403686523,0.01717679761350155,0.9668608903884888,19,438,64,2
11,0.3195943923654745,0.17942163504820252,12.444414138793945,18.28969955444336,4.831803321838379,5.888289928436279,1.6670015845779136,5.398653984069824,3.238541603088379,0.017569206655025482,0.9419851303100586,23,438,64,2
12,0.5113601770031306,-0.07737568176736054,8.05492115020752,16.484373092651367,5.37135648727417,4.985592842102051,2.3101542948761167,4.346302509307861,1.8813905715942383,0.015428795479238033,0.9708334803581238,15,438,64,2
13,0.4974402556277846,0.0009967955578700227,8.737966537475586,17.386920928955078,4.920388698577881,4.92529821395874,1.9203805296515388,4.790769100189209,2.4946978092193604,0.007919520139694214,0.9380250573158264,25,438,64,2
14,0.5491611409333779,-0.0030334195538141984,8.574066162109375,19.018028259277344,5.79221773147583,5.77470064163208,2.684662005492388,5.82155179977417,2.1684486865997314,0.014233732596039772,0.9678763151168823,15,438,64,2
15,0.46135263802328286,0.03552484922265997,9.020938873291016,16.747392654418945,5.681717395782471,5.890994071960449,2.1308302492319675,4.463094711303711,2.0945332050323486,0.014501283876597881,0.95479416847229,22,438,64,2
16,0.4246938446051499,-0.32211354109067525,11.969923973083496,20.806180953979492,7.572695255279541,5.727719306945801,1.8782096545056883,6.8961310386657715,3.6716513633728027,0.006849315017461777,0.9729499816894531,18,438,64,2
17,0.4659791363389729,-0.07542621860670828,8.713979721069336,16.317676544189453,6.129817962646484,5.699896335601807,2.3815382037098867,4.180886745452881,1.7555404901504517,0.014251569285988808,0.9709983468055725,14,438,64,2
18,0.38495613641347304,0.016872854803436255,10.362499237060547,16.848390579223633,6.444473743438721,6.555076599121094,1.9765649606360518,4.539514541625977,2.296668529510498,0.013698630034923553,0.9385973811149597,25,438,64,2
19,0.4511002732872932,-0.07104689788001517,9.69185733795166,17.65688133239746,6.717708110809326,6.272095203399658,2.200340363256525,4.994121551513672,2.2697041034698486,0.015553653240203857,0.9458577632904053,24,438,64,2
20,0.4530267292582141,-0.12508929996125406,10.200078964233398,18.648221969604492,10.442826271057129,9.28177547454834,2.609221132609863,5.522683143615723,2.1166021823883057,0.015500142239034176,0.975566029548645,12,438,64,2
21,0.42487500255573696,-0.19292710088534526,9.389105796813965,16.32533073425293,16.148141860961914,13.53657054901123,2.7089272347491664,4.283057689666748,1.581089973449707,0.018782105296850204,0.9828404188156128,11,438,64,2
22,0.3630539913950769,-0.42655515109526654,9.501264572143555,14.91690731048584,16.47934341430664,11.551844596862793,2.4767759270848297,3.5639586448669434,1.438950777053833,0.013787813484668732,0.9689182043075562,14,438,64,2
23,0.4426320668280008,-0.32457438911832104,9.897275924682617,17.75716781616211,14.681280136108398,11.083771705627441,3.4317965403480155,5.163694381713867,1.5046621561050415,0.01924586109817028,0.9628130197525024,14,438,64,2
