layer_idx,k_delta_compressibility,v_delta_compressibility,k_delta_norm,k_abs_norm,v_delta_norm,v_abs_norm,channel_structure_ratio,k_var_channel,k_var_token,k_outlier_fraction,sv_top50_energy,effective_rank_90,seq_len,head_dim,n_heads
0,0.8739041448329904,-0.30776538081039395,32.710880279541016,259.4128112792969,0.27041468024253845,0.20677614212036133,27.489989515757745,1047.535400390625,38.1060676574707,0.0390625,0.9999979734420776,1,632,64,2
1,0.9064221700513149,-0.07527605981613905,10.804815292358398,115.46340942382812,2.5135583877563477,2.3375935554504395,143.66766150199604,342.00177001953125,2.3805062770843506,0.0234375,0.9651454091072083,19,632,64,2
2,0.8571041473928556,-0.36665199300523343,12.888401985168457,90.19437408447266,3.379669189453125,2.4729552268981934,44.09125695492999,138.2391357421875,3.135295867919922,0.0504598505795002,0.9949119091033936,1,632,64,2
3,0.5449252937792735,-0.10618331915626067,12.435044288635254,27.325281143188477,3.8979275226593018,3.5237627029418945,4.02780031399782,12.209382057189941,3.031277894973755,0.0178995244204998,0.9437152743339539,26,632,64,2
4,0.629589596648688,-0.19743524822868763,8.645882606506348,23.341360092163086,4.533966064453125,3.786397695541382,4.452642607656658,8.796388626098633,1.9755433797836304,0.028134889900684357,0.9619449973106384,19,632,64,2
5,0.4562889337851582,-0.11789732880694737,8.95357894897461,16.467531204223633,4.704992771148682,4.20878791809082,2.1683295296980627,4.132940292358398,1.906048059463501,0.015575554221868515,0.9394340515136719,25,632,64,2
6,0.4101069286677501,-0.02793666603246714,9.046937942504883,15.336572647094727,3.9635720252990723,3.8558523654937744,1.739978746500397,3.7409772872924805,2.1500132083892822,0.012868374586105347,0.932370126247406,27,632,64,2
7,0.3825392415305,-0.07250388259844032,11.14401912689209,18.048141479492188,4.904205799102783,4.572669506072998,1.6892544037478319,5.155426502227783,3.0518946647644043,0.009061017073690891,0.9497126936912537,23,632,64,2
8,0.9342712704228493,-0.09862288307560774,9.895415306091309,150.54931640625,4.646893501281738,4.229743957519531,218.24092503549053,614.3694458007812,2.8150973320007324,0.0234375,0.9998041391372681,1,632,64,2
9,0.37024707754176966,0.16903744708709,12.031586647033691,19.105249404907227,4.448586463928223,5.35353422164917,1.7460378479793406,5.79996395111084,3.3217859268188477,0.017664656043052673,0.9525769948959351,22,632,64,2
10,0.5479104187211784,0.0696557188605138,7.959563732147217,17.606164932250977,4.844115257263184,5.206798553466797,2.416698990316849,4.958466053009033,2.0517516136169434,0.01709602400660515,0.9707231521606445,19,632,64,2
11,0.3362975867455067,0.25627592863438553,12.410555839538574,18.698976516723633,4.561912536621094,6.133877754211426,1.6161380313941112,5.625068187713623,3.4805617332458496,0.019086234271526337,0.9321052432060242,26,632,64,2
12,0.5384112669278631,-0.01765464515402626,7.486515522003174,16.219017028808594,5.219123840332031,5.128580570220947,2.2211309333343374,4.220144748687744,1.8999981880187988,0.013993275351822376,0.9696357250213623,18,632,64,2
13,0.5360880110898996,0.12407271297143907,8.117321014404297,17.49754524230957,4.583652973175049,5.232914924621582,1.9092065074887055,4.822234630584717,2.5257794857025146,0.00642800610512495,0.9331309795379639,27,632,64,2
14,0.581415406097527,0.12236352324973432,7.438745021820068,17.77118682861328,5.016146659851074,5.715517520904541,2.449269935918218,5.023501396179199,2.0510199069976807,0.011990704573690891,0.9640806317329407,18,632,64,2
15,0.5201587131988354,0.0975251648762796,7.948990345001221,16.565874099731445,5.026282787322998,5.569443702697754,2.1159472267938657,4.32112455368042,2.042170286178589,0.012608781456947327,0.9573559761047363,22,632,64,2
16,0.4494023169679904,-0.27726250139583386,11.070709228515625,20.106712341308594,7.706704616546631,6.033767223358154,1.7793734272857649,6.433645725250244,3.615680456161499,0.005575059447437525,0.9635304808616638,20,632,64,2
17,0.5162461524805677,-0.06425891353148994,7.733836650848389,15.98713207244873,6.397129058837891,6.010876655578613,2.304032254587727,3.9499385356903076,1.7143590450286865,0.014376482926309109,0.967628538608551,14,632,64,2
18,0.4442277786316827,0.058620958878972784,9.379589080810547,16.876678466796875,5.8758955001831055,6.241795539855957,1.938617814544583,4.516577243804932,2.3297924995422363,0.01213904283940792,0.9261056184768677,28,632,64,2
19,0.48623795449359464,0.07617427643475116,9.112822532653809,17.737438201904297,5.9026198387146,6.389321804046631,2.0938381343679353,4.972982883453369,2.375056028366089,0.01556319184601307,0.9378744959831238,26,632,64,2
20,0.501006739036344,-0.07900385684251376,8.809080123901367,17.653705596923828,9.927483558654785,9.200600624084473,2.7109067202348536,4.9510650634765625,1.826350212097168,0.017850078642368317,0.9688374996185303,13,632,64,2
21,0.42018361035264684,-0.15599542153814316,8.902270317077637,15.353602409362793,15.854509353637695,13.715027809143066,2.452349136808658,3.699314832687378,1.508478045463562,0.018023140728473663,0.975153386592865,13,632,64,2
22,0.36213015904578716,-0.3707825222207337,9.043153762817383,14.177114486694336,16.715953826904297,12.19446086883545,2.25380868941718,3.210500478744507,1.4244778156280518,0.013140328228473663,0.9577789902687073,18,632,64,2
23,0.44713858360818615,-0.23194026636861187,9.212629318237305,16.663541793823242,14.480565071105957,11.75427532196045,3.0655248771046035,4.561468601226807,1.4879894256591797,0.020297667011618614,0.9479792714118958,20,632,64,2
